path,top_level,required_area,role,extension,file_name,size_bytes,line_count,git_blob_sha,index_control_note,action_decision
docs/design_spec/valor_pack_snapshot/extracted/05_templates_and_exports/ARCH_BUNDLE_DocumentTemplates_v1.md,docs,docs,Documentation evidence — design_spec,.md,ARCH_BUNDLE_DocumentTemplates_v1.md,42870,1173,31e65b9b57d1577d4bf34be470c57b6cc509a503,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/design_spec/valor_pack_snapshot/extracted/06_reference_support/16_Valor_ID_Numbering_Spec.md,docs,docs,Documentation evidence — design_spec,.md,16_Valor_ID_Numbering_Spec.md,3035,64,27bf23520652f34f9a2672783e1597a485a7b38d,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/design_spec/valor_pack_snapshot/extracted/MANIFEST.md,docs,docs,Documentation evidence — design_spec,.md,MANIFEST.md,1352,57,323b0cca87f11f4fd87050218d189802e65b29a3,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/gap_assessments/M29_CQV_CONTENT_LIBRARY_GAP_ASSESSMENT.md,docs,docs,Gap assessment evidence,.md,M29_CQV_CONTENT_LIBRARY_GAP_ASSESSMENT.md,6485,95,7a150dad6ab8a924a470fd0fc45dd78f699deab2,Gap assessment evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/ACTIVE_CONTEXT_BOUNDARY_POLICY.md,docs,docs,Governance evidence,.md,ACTIVE_CONTEXT_BOUNDARY_POLICY.md,3186,86,b5bdb18064d519b6c727c4458cd238e2913dd5a3,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/ASBP_CONTEXT_RESET_CAPA.md,docs,docs,Governance evidence,.md,ASBP_CONTEXT_RESET_CAPA.md,3622,98,d38bcfce70b2060e9eacd3f125219d50d0200d34,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/BUILD_GOVERNANCE_BALANCE_POLICY.md,docs,docs,Governance evidence,.md,BUILD_GOVERNANCE_BALANCE_POLICY.md,17533,281,60ee54096584ba2fe5bcfbc473b0c429403e58fe,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/DEFERRED_DEPENDENCIES_REGISTER.md,docs,docs,Governance evidence,.md,DEFERRED_DEPENDENCIES_REGISTER.md,22701,206,40956593538195bf17ef3a1ddbbbbb88b2b62dce,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/DOCUMENT_APPROVAL_REGISTER_DRAFT_v0.1_20260521.md,docs,docs,Governance evidence,.md,DOCUMENT_APPROVAL_REGISTER_DRAFT_v0.1_20260521.md,4248,95,cc67e7157a2a9b6112069b30328953d36fb6b22a,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/control_recovery/CONTROL_RECOVERY_001_CLOSURE_RECORD.md,docs,docs,Governance evidence,.md,CONTROL_RECOVERY_001_CLOSURE_RECORD.md,3758,97,b5eed457e0f09cbce1334d4f40977413b04f7589,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/control_recovery/CONTROL_RECOVERY_001_DOCUMENT_CONSISTENCY_REVIEW_AND_VERIFICATION.md,docs,docs,Governance evidence,.md,CONTROL_RECOVERY_001_DOCUMENT_CONSISTENCY_REVIEW_AND_VERIFICATION.md,10011,143,6d4d53398d872f789c4fe7d5bd60f1ab89ccd170,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/control_recovery/CONTROL_RECOVERY_001_M27_RETROSPECTIVE_ASSESSMENT.md,docs,docs,Governance evidence,.md,CONTROL_RECOVERY_001_M27_RETROSPECTIVE_ASSESSMENT.md,15868,325,612b488c9fd9f1e2506b1429a3aec1f326512103,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/control_recovery/CONTROL_RECOVERY_001_OWNER_APPROVAL_AND_CLOSURE_PREPARATION.md,docs,docs,Governance evidence,.md,CONTROL_RECOVERY_001_OWNER_APPROVAL_AND_CLOSURE_PREPARATION.md,3731,113,a757e567ece44942a75a9a8b300068231f062cae,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/governance/uat_blockers/M29_12_CQV_CONTENT_LIBRARY_COMPLETION_BLOCKER.md,docs,docs,Governance evidence,.md,M29_12_CQV_CONTENT_LIBRARY_COMPLETION_BLOCKER.md,3503,89,3f29b0cc26281a13f7c9f1861457488f245dd1ff,"Governance, blocker, policy, or control evidence.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M10/M10_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M10,.md,M10_CLOSEOUT_NOTES.md,5345,144,9c4c4d8ab2919b7f2c7f86ca7471d7fe1f1e0af1,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M10/M10_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M10,.md,M10_VALIDATION_CHECKPOINT.md,1550,61,bc14bbbd0b981fed9f7d66f615187a337a4c49b0,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M11/M11_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M11,.md,M11_CLOSEOUT_NOTES.md,4260,109,055889e27fd7f6e3f69503485ebfd75e788ecfbf,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M11/M11_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M11,.md,M11_VALIDATION_CHECKPOINT.md,1403,63,d3ea20de2b363b57bb6ac2d1dc7dd36988890295,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M12/M12_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M12,.md,M12_CLOSEOUT_NOTES.md,5346,133,03df944b16a9cc52844dedc1c1b2f6a1b28e8762,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M12/README.md,docs,docs,Milestone evidence — M12,.md,README.md,195,12,200057614bde21c1143c9a1d43868e6e8a4dd041,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M13/M13_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M13,.md,M13_CLOSEOUT_NOTES.md,5583,132,0bf30abde790358f231452f67ffcedc9c918dc79,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M13/M13_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M13,.md,M13_VALIDATION_CHECKPOINT.md,1599,66,87212fbe7d4fb62450fd819917172095da168cc1,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M13/README.md,docs,docs,Milestone evidence — M13,.md,README.md,231,13,16f95f075bda4433e06ad535a825978e0453d44c,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M14/M14_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M14,.md,M14_CLOSEOUT_NOTES.md,5820,134,07b87798fcbf68716d56876c1d290eee9ba61e3c,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M14/M14_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M14,.md,M14_VALIDATION_CHECKPOINT.md,1880,73,9e5881acf4f08862637525ec38ebb92b2335f64b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M14/README.md,docs,docs,Milestone evidence — M14,.md,README.md,247,13,87cef8ccbab7722e6ee1de3bd43a26b6daf066a2,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M15,.md,M15_CLOSEOUT_NOTES.md,7670,184,e76a2ec600d2b059e59414e4e55bbaefb1f06e1f,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_COVERAGE_PACK_EXPANSION_FRAMEWORK.md,docs,docs,Milestone evidence — M15,.md,M15_COVERAGE_PACK_EXPANSION_FRAMEWORK.md,3910,157,18d762ae386c1c2415469cbe61d7ddbcc6b7afa5,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_LIBRARY_VALIDATION_FREEZE_RELEASE.md,docs,docs,Milestone evidence — M15,.md,M15_LIBRARY_VALIDATION_FREEZE_RELEASE.md,3643,137,50ba0d31f19807fd6023f9b9212123adfaef9c67,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_ORCHESTRATION_SERVICE_HARDENING.md,docs,docs,Milestone evidence — M15,.md,M15_ORCHESTRATION_SERVICE_HARDENING.md,2962,99,09b9898f31786e1ee728b7c8658f6ca35adfcf95,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_PRESET_SELECTOR_LIBRARY_EXPANSION.md,docs,docs,Milestone evidence — M15,.md,M15_PRESET_SELECTOR_LIBRARY_EXPANSION.md,7841,261,6252dbc468a162afc0565cfb417626ae3f377c4b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_SUPPORT_LIBRARY_EXPANSION.md,docs,docs,Milestone evidence — M15,.md,M15_SUPPORT_LIBRARY_EXPANSION.md,5027,144,6a7fafd52768f96d43ef5e59d72f1dede4a61079,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_TASK_POOL_EXPANSION.md,docs,docs,Milestone evidence — M15,.md,M15_TASK_POOL_EXPANSION.md,4767,153,8a5faabcf01f2cce83a827f5e2ad2736afbefc43,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/M15_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M15,.md,M15_VALIDATION_CHECKPOINT.md,3683,114,73db71e182beaee5d76f0c38893eefad0e19eb47,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M15/README.md,docs,docs,Milestone evidence — M15,.md,README.md,734,27,a72ddc76d534c95649b7ace6c03022a63ce9a125,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_AI_RUNTIME_BOUNDARY.md,docs,docs,Milestone evidence — M16,.md,M16_AI_RUNTIME_BOUNDARY.md,3273,120,24ee2171fd05b71c1d0b8fe012fcd47aaf7a0a92,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M16,.md,M16_CLOSEOUT_NOTES.md,7164,175,b860ac2452849e580e3ee092fbf14479b71ec0ed,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_CONTEXT_PACKAGING.md,docs,docs,Milestone evidence — M16,.md,M16_CONTEXT_PACKAGING.md,2672,101,665639a108c4ca768f07ec14751df251b3abf234,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_GENERATION_MODES.md,docs,docs,Milestone evidence — M16,.md,M16_GENERATION_MODES.md,5218,180,6ebfe40cab3254332441260c1ee703e084cc24e3,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_OUTPUT_ACCEPTANCE.md,docs,docs,Milestone evidence — M16,.md,M16_OUTPUT_ACCEPTANCE.md,4634,164,f049cbe866e1a31c8d6a160602152a823fc425b2,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M16/M16_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M16,.md,M16_VALIDATION_CHECKPOINT.md,3297,113,e66c55a2b5e13b50d4c371812d8fa344769b0fd7,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_AI_EVALUATION_BASELINE.md,docs,docs,Milestone evidence — M17,.md,M17_AI_EVALUATION_BASELINE.md,3600,122,93cf5779477177233dd63f2fe0bf77daffebb827,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M17,.md,M17_CLOSEOUT_NOTES.md,8231,195,4302c553fa71224f153df79dd043ae0df507e948,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_QUALITY_GATES_AND_GROUNDEDNESS.md,docs,docs,Milestone evidence — M17,.md,M17_QUALITY_GATES_AND_GROUNDEDNESS.md,3914,131,d5f8d6594e89ae7e725280319d727363b8ef7d05,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_RETRIEVAL_USE_RULES_AND_SOURCE_ROLE_DISCIPLINE.md,docs,docs,Milestone evidence — M17,.md,M17_RETRIEVAL_USE_RULES_AND_SOURCE_ROLE_DISCIPLINE.md,2293,70,0e157cc6ae9d8c19cc0d2a3bc195f1aa0783833b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_STANDARDS_CONFORMANCE_AND_DETAIL_CONSISTENCY.md,docs,docs,Milestone evidence — M17,.md,M17_STANDARDS_CONFORMANCE_AND_DETAIL_CONSISTENCY.md,2858,79,ae82e911906f2cfb2e70bb595534932046c53d3f,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M17/M17_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M17,.md,M17_VALIDATION_CHECKPOINT.md,4204,124,9ac8b06f80f2e64ffd0efd5f8e76de3d78cd7221,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M18,.md,M18_CLOSEOUT_NOTES.md,8436,192,7453367cb63f5fad31a11bebce7c4a1e8bcf9702,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_CONTROLLED_RECOMMENDATION_BEHAVIOR.md,docs,docs,Milestone evidence — M18,.md,M18_CONTROLLED_RECOMMENDATION_BEHAVIOR.md,7566,210,b9e6e2961bc6fc396bbd9b7f8481b60ae3163880,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_CONTROLLED_REVIEW_ASSISTANCE.md,docs,docs,Milestone evidence — M18,.md,M18_CONTROLLED_REVIEW_ASSISTANCE.md,5322,185,1d4c31cddded611edc28f9e68a2fec056f9ffef6,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_CONTROLLED_SUMMARIZATION_AND_REPORTING_ASSISTANCE.md,docs,docs,Milestone evidence — M18,.md,M18_CONTROLLED_SUMMARIZATION_AND_REPORTING_ASSISTANCE.md,6684,194,ea9544f5f7a1f26e19b1a43e50fa4974c6150d89,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M18,.md,M18_VALIDATION_CHECKPOINT.md,4476,123,206c8656a959d764fe577a7ecd2a4ceca83f55c4,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M18/M18_WORKFLOW_EXPANSION_BOUNDARIES_AND_REFUSAL_RULES.md,docs,docs,Milestone evidence — M18,.md,M18_WORKFLOW_EXPANSION_BOUNDARIES_AND_REFUSAL_RULES.md,5743,180,ef8777774f72497592acaaaadbffabdf482768d3,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_1_API_BOUNDARY_FOUNDATION.md,docs,docs,Milestone evidence — M19,.md,M19_1_API_BOUNDARY_FOUNDATION.md,1848,61,b97f5f8eaab25e56ee0de76796db33a29c4b9d46,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_2_REQUEST_RESPONSE_CONTRACT_FOUNDATION.md,docs,docs,Milestone evidence — M19,.md,M19_2_REQUEST_RESPONSE_CONTRACT_FOUNDATION.md,1778,97,7d85deecaffb819ff5a89a7d82613a319f3a3199,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_3_SERVICE_BOUNDARY_CONSUMPTION_RULES.md,docs,docs,Milestone evidence — M19,.md,M19_3_SERVICE_BOUNDARY_CONSUMPTION_RULES.md,1855,81,5ba7132fb6bcabbe84a9f8528acb6465c209cf44,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_4_API_SAFETY_AND_ADAPTER_ISOLATION_RULES.md,docs,docs,Milestone evidence — M19,.md,M19_4_API_SAFETY_AND_ADAPTER_ISOLATION_RULES.md,2117,84,976688031588370cfb266eebeda01f0db2bea8a4,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_5_MINIMAL_API_READ_SURFACES.md,docs,docs,Milestone evidence — M19,.md,M19_5_MINIMAL_API_READ_SURFACES.md,1607,70,b425e03546133455f7988a1e799800e979b3e78b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_6_MINIMAL_API_COMMAND_INTAKE_SURFACES.md,docs,docs,Milestone evidence — M19,.md,M19_6_MINIMAL_API_COMMAND_INTAKE_SURFACES.md,3019,105,5168cc78332ddacc8cae0815fdaa3e35c11be88b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_7_API_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M19,.md,M19_7_API_VALIDATION_CHECKPOINT.md,4147,133,986c27d27698ab55c7fd4775cd93296677a4029a,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M19/M19_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M19,.md,M19_CLOSEOUT_NOTES.md,6600,168,65831df17817df276d8e51fe53595d0d64080fd6,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_1_UI_BOUNDARY_FOUNDATION.md,docs,docs,Milestone evidence — M20,.md,M20_1_UI_BOUNDARY_FOUNDATION.md,2441,69,a3877e9390712edd36723582bebcf1d7ba5b3228,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_2_UI_INTERACTION_FLOW_CONTRACT_FOUNDATION.md,docs,docs,Milestone evidence — M20,.md,M20_2_UI_INTERACTION_FLOW_CONTRACT_FOUNDATION.md,2584,80,03f86b7239ef70274f22ba8336c30f07a1e71a65,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_3_GOVERNED_WORKFLOW_VISIBILITY_SURFACES.md,docs,docs,Milestone evidence — M20,.md,M20_3_GOVERNED_WORKFLOW_VISIBILITY_SURFACES.md,2488,92,61a8b8a989f69fa70a84e9e1853b3fd07453ccb8,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_4_DOCUMENT_EXPORT_REPORTING_VISIBILITY_SURFACES.md,docs,docs,Milestone evidence — M20,.md,M20_4_DOCUMENT_EXPORT_REPORTING_VISIBILITY_SURFACES.md,2945,98,b61da6dcc9914f0eb09eaaced7cf114d90e69a34,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_5_OPERATOR_ACTION_INTAKE_BOUNDARY.md,docs,docs,Milestone evidence — M20,.md,M20_5_OPERATOR_ACTION_INTAKE_BOUNDARY.md,2455,88,e785e006358d1039de37864b1394c7b7126f84a1,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_6_UI_SAFETY_AND_EXECUTION_TRUTH_SEPARATION.md,docs,docs,Milestone evidence — M20,.md,M20_6_UI_SAFETY_AND_EXECUTION_TRUTH_SEPARATION.md,2344,89,ff3aa673df231eb4a9104f0cbfb198752a384f36,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_7_UI_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M20,.md,M20_7_UI_VALIDATION_CHECKPOINT.md,5278,145,009ecc8642897bbf61369a2bda2187d54b66dbc1,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M20/M20_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M20,.md,M20_CLOSEOUT_NOTES.md,6750,165,e1657f552118f9022b530bfd7030e9c4f13bba9f,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_1_SHARED_EXTERNAL_CONTRACT_DISCIPLINE.md,docs,docs,Milestone evidence — M21,.md,M21_1_SHARED_EXTERNAL_CONTRACT_DISCIPLINE.md,4446,171,848ee6034b68b3769e391109e066c92c1ca29abd,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_2_UI_API_CONSISTENCY_RULES.md,docs,docs,Milestone evidence — M21,.md,M21_2_UI_API_CONSISTENCY_RULES.md,4645,172,6bcf6515c8f9b5f5669550b4e4a181776cda7c64,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_3_PRODUCT_SURFACE_GOVERNANCE_FOUNDATION.md,docs,docs,Milestone evidence — M21,.md,M21_3_PRODUCT_SURFACE_GOVERNANCE_FOUNDATION.md,5317,185,dfef3f61318d52445cbd6997ef7092e1d99ff7a3,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_4_EXTERNAL_SURFACE_BOUNDARY_CONSOLIDATION.md,docs,docs,Milestone evidence — M21,.md,M21_4_EXTERNAL_SURFACE_BOUNDARY_CONSOLIDATION.md,5030,182,4c67499690091e62c0d6b81f7dd813ee73d51b9c,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_5_VALIDATION_AND_ACCEPTANCE_DISCIPLINE.md,docs,docs,Milestone evidence — M21,.md,M21_5_VALIDATION_AND_ACCEPTANCE_DISCIPLINE.md,4387,145,d505732e7dc6bf8286127c080021c913ef7b3d46,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_6_PHASE_7_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M21,.md,M21_6_PHASE_7_VALIDATION_CHECKPOINT.md,4598,110,517edb59c754ad979469a141b3ece5c6dedef98d,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M21/M21_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M21,.md,M21_CLOSEOUT_NOTES.md,5999,194,aa580c24a6aedbaf6528eebad3c8970fdb1c724e,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_1_CLOUD_COMPUTE_BOUNDARY.md,docs,docs,Milestone evidence — M22,.md,M22_1_CLOUD_COMPUTE_BOUNDARY.md,9083,224,dc3f9fb21c9098c0cc153411d38ebab25ecccb7b,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_2_RUNTIME_PLACEMENT_MODEL.md,docs,docs,Milestone evidence — M22,.md,M22_2_RUNTIME_PLACEMENT_MODEL.md,14086,373,935d910b11a4ee2ba730ccf84c2b8a61c6c7a659,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_3_ENVIRONMENT_BOUNDARY_MODEL.md,docs,docs,Milestone evidence — M22,.md,M22_3_ENVIRONMENT_BOUNDARY_MODEL.md,17026,470,d104c5d7f00b54e394edf29278e1a0de4f39059f,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_4_ENVIRONMENT_SEPARATION.md,docs,docs,Milestone evidence — M22,.md,M22_4_ENVIRONMENT_SEPARATION.md,18168,511,c73701ab747e72c98828ece0fd461d9c386e1b27,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_5_CLOUD_ASSUMPTIONS_REGISTER.md,docs,docs,Milestone evidence — M22,.md,M22_5_CLOUD_ASSUMPTIONS_REGISTER.md,14550,299,bfe3f84dec5431b37a347afe474875221071e96f,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_6_CLOUD_COMPUTE_VALIDATION_CHECKPOINT.md,docs,docs,Milestone evidence — M22,.md,M22_6_CLOUD_COMPUTE_VALIDATION_CHECKPOINT.md,4630,149,ee87f13fe963bcddae86ee84180ed18eb9b84fe4,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M22/M22_CLOSEOUT_NOTES.md,docs,docs,Milestone evidence — M22,.md,M22_CLOSEOUT_NOTES.md,6261,196,4f82559a79aebae833a90f1df9ebd39b8da240e6,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/milestones/M23/M23_1_DEPLOYMENT_BOUNDARY_FOUNDATION.md,docs,docs,Milestone evidence — M23,.md,M23_1_DEPLOYMENT_BOUNDARY_FOUNDATION.md,12043,277,97e5373c8ce3626cd69d91479d686f49ef3425a8,Roadmap milestone evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
